System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:45:19:799, 40503936709954,   12.898,   79.000, 3800,  29.520, 318.869,  88.575,  24.695, 259.263,  72.017, 72,  0,   0.000,   0.000,   0.000,   0.159,   1.661,   0.462,  24.000,  51.000, 105.000,   0.000,   0.000,  122,  74.530
13:45:19:921, 40504230766145,   13.019,   74.000, 3800,  27.508, 322.213,  89.503,  22.624, 262.013,  72.781, 72,  0,   0.000,   0.000,   0.000,   0.225,   1.689,   0.469,  24.000,  51.000, 105.000,   0.000,   0.000,  108,  65.406
13:45:20:045, 40504531748797,   13.144,   71.000, 3800,  27.325, 325.612,  90.448,  22.609, 264.826,  73.563, 72,  0,   0.000,   0.000,   0.000,   0.029,   1.692,   0.470,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  84.370
13:45:20:154, 40504793606537,   13.252,   64.000, 3800,  25.329, 328.354,  91.209,  20.721, 267.068,  74.186, 70,  0,   0.000,   0.000,   0.000,   0.045,   1.697,   0.471,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  88.471
13:45:20:263, 40505059399727,   13.362,   64.000, 3800,  24.452, 331.040,  91.956,  19.714, 269.234,  74.787, 71,  0,   0.000,   0.000,   0.000,   0.170,   1.716,   0.477,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  91.792
13:45:20:369, 40505316371139,   13.468,   62.000, 3800,  24.135, 333.604,  92.668,  19.353, 271.290,  75.358, 71,  0,   0.000,   0.000,   0.000,   0.156,   1.733,   0.481,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  88.479
13:45:20:478, 40505578060168,   13.576,   65.000, 3800,  24.775, 336.284,  93.412,  20.106, 273.465,  75.963, 73,  0,   0.000,   0.000,   0.000,   0.089,   1.742,   0.484,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  88.234
13:45:20:603, 40505881313024,   13.701,   66.000, 3800,  26.076, 339.553,  94.320,  21.349, 276.141,  76.706, 72,  0,   0.000,   0.000,   0.000,   0.109,   1.756,   0.488,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  86.561
13:45:20:725, 40506175096950,   13.823,   63.000, 3800,  24.351, 342.510,  95.142,  19.697, 278.533,  77.370, 70,  0,   0.000,   0.000,   0.000,   0.090,   1.767,   0.491,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  88.690
13:45:20:846, 40506468117042,   13.944,   65.000, 3800,  25.226, 345.565,  95.990,  20.570, 281.025,  78.062, 70,  0,   0.000,   0.000,   0.000,   0.056,   1.774,   0.493,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  89.042
13:45:20:969, 40506765732777,   14.067,   63.000, 3800,  24.594, 348.591,  96.831,  19.733, 283.452,  78.737, 72,  0,   0.000,   0.000,   0.000,   0.285,   1.809,   0.502,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  91.616
13:45:21:091, 40507061310553,   14.189,   65.000, 3800,  25.781, 351.741,  97.706,  20.975, 286.015,  79.449, 70,  0,   0.000,   0.000,   0.000,   0.188,   1.832,   0.509,  24.000,  51.000, 105.000,   0.000,   0.000,   73,  75.844
13:45:21:215, 40507361595766,   14.313,   74.000, 3800,  26.847, 355.073,  98.631,  22.012, 288.747,  80.208, 71,  0,   0.000,   0.000,   0.000,   0.238,   1.861,   0.517,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  90.772
13:45:21:338, 40507658444211,   14.436,   74.000, 3800,  28.198, 358.533,  99.593,  23.457, 291.626,  81.007, 72,  0,   0.000,   0.000,   0.000,   0.094,   1.873,   0.520,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  92.042
13:45:21:462, 40507959579204,   14.560,   64.000, 3800,  25.236, 361.675, 100.465,  20.450, 294.171,  81.714, 73,  0,   0.000,   0.000,   0.000,   0.158,   1.892,   0.526,  24.000,  51.000, 105.000,   0.000,   0.000,   99,  82.446
13:45:21:586, 40508259845177,   14.685,   65.000, 3800,  25.537, 364.844, 101.346,  20.618, 296.730,  82.425, 73,  0,   0.000,   0.000,   0.000,   0.303,   1.930,   0.536,  24.000,  51.000, 105.000,   0.000,   0.000,  289,  55.627
13:45:21:709, 40508558467111,   14.808,   66.000, 3800,  26.022, 368.056, 102.238,  21.300, 299.360,  83.155, 72,  0,   0.000,   0.000,   0.000,   0.126,   1.946,   0.540,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  67.061
13:45:21:833, 40508855878227,   14.931,   71.000, 3800,  26.548, 371.320, 103.144,  21.981, 302.062,  83.906, 72,  0,   0.000,   0.000,   0.000,   0.017,   1.948,   0.541,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  85.890
13:45:21:941, 40509117047072,   15.039,   64.000, 3800,  24.928, 374.011, 103.892,  20.245, 304.247,  84.513, 70,  0,   0.000,   0.000,   0.000,   0.119,   1.961,   0.545,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  80.686
13:45:22:049, 40509379599723,   15.147,   65.000, 3800,  25.911, 376.823, 104.673,  21.176, 306.546,  85.152, 72,  0,   0.000,   0.000,   0.000,   0.048,   1.966,   0.546,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  90.110
13:45:22:174, 40509681292658,   15.272,   62.000, 3800,  24.841, 379.921, 105.534,  20.030, 309.043,  85.845, 70,  0,   0.000,   0.000,   0.000,   0.219,   1.993,   0.554,  24.000,  51.000, 105.000,   0.000,   0.000,  167,  70.915
13:45:22:283, 40509944051885,   15.381,   64.000, 3800,  24.655, 382.599, 106.277,  19.922, 311.207,  86.446, 71,  0,   0.000,   0.000,   0.000,   0.178,   2.012,   0.559,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  70.359
13:45:22:390, 40510204443750,   15.488,   64.000, 3800,  25.885, 385.385, 107.051,  21.196, 313.489,  87.080, 72,  0,   0.000,   0.000,   0.000,   0.060,   2.019,   0.561,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  78.981
13:45:22:511, 40510498431632,   15.610,   70.000, 3800,  26.648, 388.623, 107.951,  21.942, 316.155,  87.821, 74,  0,   0.000,   0.000,   0.000,   0.112,   2.032,   0.565,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  87.490
13:45:22:635, 40510796450809,   15.733,   71.000, 3800,  28.140, 392.090, 108.914,  23.273, 319.022,  88.617, 74,  0,   0.000,   0.000,   0.000,   0.159,   2.052,   0.570,  24.000,  51.000, 105.000,   0.000,   0.000,   63,  83.092
13:45:22:760, 40511098640124,   15.858,   70.000, 3800,  27.692, 395.549, 109.875,  22.919, 321.885,  89.413, 73,  0,   0.000,   0.000,   0.000,   0.070,   2.061,   0.572,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  89.665
13:45:22:883, 40511395840542,   15.981,   67.000, 3800,  26.335, 398.784, 110.773,  21.692, 324.550,  90.153, 74,  0,   0.000,   0.000,   0.000,   0.017,   2.063,   0.573,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  88.174
13:45:23:007, 40511696515293,   16.105,   67.000, 3800,  25.134, 401.908, 111.641,  20.220, 327.063,  90.851, 71,  0,   0.000,   0.000,   0.000,   0.282,   2.098,   0.583,  24.000,  51.000, 105.000,   0.000,   0.000,   99,  87.145
13:45:23:133, 40512002578282,   16.232,   64.000, 3800,  25.738, 405.164, 112.546,  21.061, 329.727,  91.591, 74,  0,   0.000,   0.000,   0.000,   0.069,   2.107,   0.585,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  78.907
13:45:23:254, 40512294459424,   16.352,   67.000, 3800,  25.855, 408.284, 113.412,  21.070, 332.270,  92.297, 72,  0,   0.000,   0.000,   0.000,   0.146,   2.124,   0.590,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  89.098
13:45:23:377, 40512592124879,   16.475,   69.000, 3800,  26.553, 411.551, 114.320,  21.668, 334.936,  93.038, 74,  0,   0.000,   0.000,   0.000,   0.227,   2.152,   0.598,  24.000,  51.000, 105.000,   0.000,   0.000,  160,  71.074
13:45:23:500, 40512889055379,   16.598,   66.000, 3800,  25.691, 414.704, 115.196,  20.954, 337.508,  93.752, 73,  0,   0.000,   0.000,   0.000,   0.071,   2.161,   0.600,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  72.915
13:45:23:623, 40513188098731,   16.722,   61.000, 3800,  25.497, 417.856, 116.071,  20.854, 340.085,  94.468, 72,  0,   0.000,   0.000,   0.000,   0.038,   2.166,   0.602,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  86.325
13:45:23:732, 40513449672869,   16.830,   65.000, 3800,  24.279, 420.481, 116.800,  19.557, 342.200,  95.056, 74,  0,   0.000,   0.000,   0.000,   0.153,   2.182,   0.606,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  89.874
13:45:23:855, 40513749435558,   16.954,   61.000, 3800,  24.104, 423.468, 117.630,  19.255, 344.586,  95.718, 72,  0,   0.000,   0.000,   0.000,   0.225,   2.210,   0.614,  24.000,  51.000, 105.000,   0.000,   0.000,  159,  56.476
13:45:23:982, 40514055740101,   17.080,   67.000, 3800,  25.618, 426.711, 118.531,  20.835, 347.224,  96.451, 71,  0,   0.000,   0.000,   0.000,   0.185,   2.233,   0.620,  24.000,  51.000, 105.000,   0.000,   0.000,   69,  84.257
13:45:24:103, 40514348764351,   17.201,   73.000, 3600,  27.830, 430.082, 119.467,  22.965, 350.006,  97.224, 72,  0,   0.000,   0.000,   0.000,   0.170,   2.254,   0.626,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  90.917
13:45:24:227, 40514647854651,   17.325,   73.000, 3800,  27.857, 433.526, 120.424,  23.139, 352.866,  98.018, 73,  0,   0.000,   0.000,   0.000,   0.053,   2.260,   0.628,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  79.569
13:45:24:348, 40514942157206,   17.447,   65.000, 3800,  25.262, 436.599, 121.278,  20.522, 355.363,  98.712, 71,  0,   0.000,   0.000,   0.000,   0.107,   2.274,   0.632,  24.000,  51.000, 105.000,   0.000,   0.000,   70,  36.860
13:45:24:470, 40515235995870,   17.568,   58.000, 3800,  24.034, 439.519, 122.089,  19.244, 357.700,  99.361, 73,  0,   0.000,   0.000,   0.000,   0.178,   2.295,   0.638,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  89.385
13:45:24:580, 40515501677409,   17.678,   66.000, 3800,  25.370, 442.305, 122.862,  20.714, 359.975,  99.993, 73,  0,   0.000,   0.000,   0.000,   0.011,   2.296,   0.638,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  80.145
13:45:24:700, 40515792699781,   17.798,   65.000, 3800,  25.444, 445.366, 123.713,  20.704, 362.466, 100.685, 74,  0,   0.000,   0.000,   0.000,   0.116,   2.310,   0.642,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  87.977
13:45:24:808, 40516054912914,   17.907,   61.000, 3800,  23.618, 447.925, 124.424,  18.916, 364.516, 101.254, 69,  0,   0.000,   0.000,   0.000,   0.105,   2.322,   0.645,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  84.614
13:45:24:932, 40516353725102,   18.030,   60.000, 3800,  24.374, 450.936, 125.260,  19.666, 366.945, 101.929, 70,  0,   0.000,   0.000,   0.000,   0.095,   2.333,   0.648,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  87.339
13:45:25:055, 40516651930524,   18.154,   63.000, 3800,  25.156, 454.037, 126.121,  20.440, 369.465, 102.629, 72,  0,   0.000,   0.000,   0.000,   0.098,   2.346,   0.652,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  89.740
13:45:25:166, 40516919560115,   18.264,   65.000, 3800,  25.609, 456.870, 126.908,  20.836, 371.770, 103.269, 74,  0,   0.000,   0.000,   0.000,   0.142,   2.361,   0.656,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  88.143
13:45:25:272, 40517176323054,   18.370,   63.000, 3800,  24.687, 459.490, 127.636,  19.826, 373.874, 103.854, 73,  0,   0.000,   0.000,   0.000,   0.239,   2.387,   0.663,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  73.108
13:45:25:394, 40517471316664,   18.492,   64.000, 3500,  25.155, 462.557, 128.488,  20.540, 376.378, 104.550, 72,  0,   0.000,   0.000,   0.000,   0.038,   2.391,   0.664,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  88.070
13:45:25:518, 40517771959432,   18.617,   73.000, 3800,  27.657, 465.994, 129.443,  22.808, 379.213, 105.337, 74,  0,   0.000,   0.000,   0.000,   0.176,   2.413,   0.670,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  87.151
13:45:25:641, 40518067979377,   18.739,   73.000, 3800,  27.756, 469.391, 130.386,  22.909, 382.016, 106.116, 76,  0,   0.000,   0.000,   0.000,   0.147,   2.431,   0.675,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  79.926
13:45:25:762, 40518361932219,   18.860,   64.000, 3800,  25.553, 472.496, 131.249,  20.841, 384.549, 106.819, 73,  0,   0.000,   0.000,   0.000,   0.096,   2.443,   0.679,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  91.564
13:45:25:871, 40518624163061,   18.969,   61.000, 3800,  25.033, 475.209, 132.003,  20.277, 386.746, 107.430, 76,  0,   0.000,   0.000,   0.000,   0.145,   2.459,   0.683,  24.000,  51.000, 105.000,   0.000,   0.000,   60,  85.845
13:45:25:979, 40518887082563,   19.077,   63.000, 3800,  24.899, 477.915, 132.754,  20.222, 388.944, 108.040, 72,  0,   0.000,   0.000,   0.000,   0.058,   2.465,   0.685,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  87.291
13:45:26:087, 40519148088622,   19.185,   61.000, 3800,  23.325, 480.432, 133.453,  18.427, 390.932, 108.592, 72,  0,   0.000,   0.000,   0.000,   0.256,   2.492,   0.692,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  89.622
13:45:26:196, 40519411506530,   19.294,   62.000, 3800,  25.319, 483.188, 134.219,  20.587, 393.174, 109.215, 72,  0,   0.000,   0.000,   0.000,   0.089,   2.502,   0.695,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  85.052
13:45:26:323, 40519718234033,   19.421,   66.000, 3800,  26.000, 486.485, 135.135,  21.338, 395.879, 109.966, 74,  0,   0.000,   0.000,   0.000,   0.069,   2.511,   0.697,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  90.679
13:45:26:431, 40519980466896,   19.529,   61.000, 3800,  23.589, 489.042, 135.845,  18.809, 397.918, 110.533, 74,  0,   0.000,   0.000,   0.000,   0.120,   2.524,   0.701,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  81.891
13:45:26:553, 40520275732886,   19.651,   65.000, 3800,  26.000, 492.215, 136.726,  21.270, 400.514, 111.254, 71,  0,   0.000,   0.000,   0.000,   0.103,   2.536,   0.705,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  87.389
13:45:26:680, 40520583531920,   19.779,   67.000, 3800,  26.783, 495.623, 137.673,  22.083, 403.324, 112.034, 73,  0,   0.000,   0.000,   0.000,   0.050,   2.543,   0.706,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  88.930
13:45:26:802, 40520878650605,   19.901,   66.000, 3800,  26.583, 498.866, 138.574,  21.798, 405.983, 112.773, 74,  0,   0.000,   0.000,   0.000,   0.157,   2.562,   0.712,  24.000,  51.000, 105.000,   0.000,   0.000,  109,  80.086
13:45:26:926, 40521177989803,   20.024,   74.000, 3800,  27.702, 502.294, 139.526,  22.808, 408.805, 113.557, 76,  0,   0.000,   0.000,   0.000,   0.147,   2.580,   0.717,  24.000,  51.000, 105.000,   0.000,   0.000,  124,  68.185
13:45:27:049, 40521474970144,   20.147,   69.000, 3800,  27.676, 505.691, 140.470,  22.835, 411.608, 114.336, 74,  0,   0.000,   0.000,   0.000,   0.146,   2.598,   0.722,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  84.362
13:45:27:171, 40521771243348,   20.270,   65.000, 3800,  25.631, 508.830, 141.342,  20.855, 414.162, 115.045, 74,  0,   0.000,   0.000,   0.000,   0.148,   2.616,   0.727,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  80.638
13:45:27:279, 40522032428701,   20.378,   61.000, 3800,  25.298, 511.561, 142.100,  20.580, 416.384, 115.662, 73,  0,   0.000,   0.000,   0.000,   0.144,   2.632,   0.731,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  87.576
13:45:27:388, 40522295261530,   20.486,   67.000, 3800,  26.294, 514.418, 142.894,  21.456, 418.715, 116.310, 74,  0,   0.000,   0.000,   0.000,   0.222,   2.656,   0.738,  24.000,  51.000, 105.000,   0.000,   0.000,  150,  70.962
13:45:27:495, 40522555478562,   20.594,   66.000, 3800,  25.268, 517.136, 143.649,  20.461, 420.916, 116.921, 76,  0,   0.000,   0.000,   0.000,   0.173,   2.674,   0.743,  24.000,  51.000, 105.000,   0.000,   0.000,   94,  81.181
13:45:27:603, 40522815595381,   20.701,   66.000, 3800,  26.856, 520.024, 144.451,  22.100, 423.292, 117.581, 72,  0,   0.000,   0.000,   0.000,   0.067,   2.682,   0.745,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  84.311
13:45:27:712, 40523079602140,   20.810,   64.000, 3800,  25.603, 522.818, 145.227,  20.971, 425.581, 118.217, 73,  0,   0.000,   0.000,   0.000,   0.006,   2.682,   0.745,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  90.065
13:45:27:834, 40523373901742,   20.932,   62.000, 3800,  23.944, 525.730, 146.036,  19.079, 427.902, 118.862, 74,  0,   0.000,   0.000,   0.000,   0.205,   2.707,   0.752,  24.000,  51.000, 105.000,   0.000,   0.000,  294,  56.819
13:45:27:958, 40523674784610,   21.056,   66.000, 3800,  25.329, 528.881, 146.911,  20.515, 430.453, 119.570, 74,  0,   0.000,   0.000,   0.000,   0.194,   2.731,   0.759,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  56.414
13:45:28:082, 40523976306691,   21.181,   62.000, 3800,  25.699, 532.084, 147.801,  21.009, 433.072, 120.298, 77,  0,   0.000,   0.000,   0.000,   0.038,   2.736,   0.760,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  85.814
13:45:28:203, 40524268064318,   21.302,   73.000, 3800,  26.517, 535.282, 148.689,  21.792, 435.700, 121.028, 76,  0,   0.000,   0.000,   0.000,   0.096,   2.748,   0.763,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  91.338
13:45:28:324, 40524560828735,   21.423,   78.000, 3800,  29.828, 538.891, 149.692,  24.893, 438.712, 121.865, 76,  0,   0.000,   0.000,   0.000,   0.210,   2.773,   0.770,  24.000,  51.000, 105.000,   0.000,   0.000,  249,  55.804
13:45:28:431, 40524818273305,   21.529,   68.000, 3800,  26.963, 541.761, 150.489,  21.996, 441.053, 122.515, 77,  0,   0.000,   0.000,   0.000,   0.217,   2.796,   0.777,  24.000,  51.000, 105.000,   0.000,   0.000,   69,  63.565
13:45:28:555, 40525117598652,   21.653,   64.000, 3800,  25.981, 544.975, 151.382,  21.093, 443.663, 123.240, 77,  0,   0.000,   0.000,   0.000,   0.243,   2.826,   0.785,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  77.473
13:45:28:677, 40525413089415,   21.775,   61.000, 3800,  25.988, 548.150, 152.264,  21.192, 446.251, 123.959, 73,  0,   0.000,   0.000,   0.000,   0.142,   2.844,   0.790,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  85.290
13:45:28:802, 40525717227112,   21.901,   64.000, 3800,  22.890, 551.027, 153.063,  18.200, 448.539, 124.594, 76,  0,   0.000,   0.000,   0.000,   0.141,   2.861,   0.795,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  84.086
13:45:28:924, 40526010094125,   22.022,   63.000, 3800,  25.704, 554.139, 153.928,  20.982, 451.080, 125.300, 76,  0,   0.000,   0.000,   0.000,   0.082,   2.871,   0.798,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  87.943
13:45:29:031, 40526270735033,   22.130,   59.000, 3800,  23.421, 556.662, 154.628,  18.679, 453.092, 125.859, 70,  0,   0.000,   0.000,   0.000,   0.100,   2.882,   0.801,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  91.168
13:45:29:156, 40526573828157,   22.255,   64.000, 3800,  25.451, 559.851, 155.514,  20.696, 455.685, 126.579, 74,  0,   0.000,   0.000,   0.000,   0.108,   2.896,   0.804,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  88.596
13:45:29:278, 40526868031148,   22.376,   63.000, 3800,  25.590, 562.963, 156.379,  20.812, 458.216, 127.282, 79,  0,   0.000,   0.000,   0.000,   0.111,   2.909,   0.808,  24.000,  51.000, 105.000,   0.000,   0.000,   70,  91.969
13:45:29:401, 40527165537590,   22.499,   66.000, 3800,  24.517, 565.978, 157.216,  19.671, 460.635, 127.954, 76,  0,   0.000,   0.000,   0.000,   0.182,   2.931,   0.814,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  81.189
13:45:29:530, 40527476223943,   22.628,   75.000, 3800,  27.751, 569.542, 158.206,  22.935, 463.580, 128.772, 78,  0,   0.000,   0.000,   0.000,   0.130,   2.948,   0.819,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  89.608
13:45:29:648, 40527763030590,   22.746,   68.000, 3800,  26.524, 572.687, 159.080,  21.868, 466.173, 129.492, 72,  0,   0.000,   0.000,   0.000,   0.006,   2.949,   0.819,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  89.280
13:45:29:771, 40528060405795,   22.869,   75.000, 3800,  28.525, 576.193, 160.054,  23.677, 469.083, 130.301, 77,  0,   0.000,   0.000,   0.000,   0.102,   2.961,   0.823,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  88.514
13:45:29:894, 40528358197968,   22.992,   69.000, 3800,  26.554, 579.462, 160.962,  21.690, 471.753, 131.043, 75,  0,   0.000,   0.000,   0.000,   0.154,   2.980,   0.828,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  85.447
13:45:30:017, 40528656786380,   23.116,   62.000, 3800,  25.516, 582.611, 161.836,  20.833, 474.325, 131.757, 76,  0,   0.000,   0.000,   0.000,   0.051,   2.987,   0.830,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  93.298
